PropTypeDescription,Acreage,SpecificPropTypeDescription,NbhdCode2,Land Value,Total Value,TotGLA,Tot Bsmt,EffYearBuilt_Weighted,Quality_Weighted,Main_StyleDesc,FullBaths_Total,HalfBaths_Total,BsmtFinishPct_Weighted,Laundry_Count,KitchenCount,CarportArea,CarportCapacity,GarageArea,GarageCapacity,Count_DetGarage,SqFt_DetGarage,Count_ DetCarport,SqFt_DetCarport,Count_Barn,Sqft_Barn,Count_Guest_House,SqFt_Guest_House,Count_Pools,SqFt_Pools,Count_Recreational_Courts,SqFt_Recreational_Courts,Count_Shed,SqFt_Shed,Count_Gazebo_Pavilion,SqFt_Gazebo_Pavilion,Sold Price,Sold Date,Concessions Amount,segment,Age,Adj_Price,ln_Price,ln_GLA,Time_1,Time_2,Time_3,Trended_Price
Twin Home,0.12,Twin Homes (Bldgâ€™s use 11 or 12 Tâ€™s),C," $40,000.00 "," $294,096.00 ",1290.0,0.0,2013.0,3.5,End: One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,420.0,2.0,,,,,,,,,,,,,,,,,317500.0,2024-04-19,0.0,Land Sales,21.0,317500.0,12.668233097314884,7.162397497355718,27.496714848883048,0.0,0.0,353280.2474019656
Twin Home,0.12,Twin Homes (Bldgâ€™s use 11 or 12 Tâ€™s),C," $40,000.00 "," $294,096.00 ",1290.0,0.0,2013.0,3.5,End: One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,420.0,2.0,,,,,,,,,,,,,,,,,330000.0,2023-05-04,0.0,Residential,21.0,330000.0,12.706847933442663,7.162397497355718,15.965834428383705,0.0,0.0,343517.3878519004
Twin Home,0.12,Twin Homes (Bldgâ€™s use 11 or 12 Tâ€™s),C," $40,000.00 "," $294,096.00 ",1290.0,0.0,2013.0,3.5,End: One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,420.0,2.0,,,,,,,,,,,,,,,,,330000.0,2023-05-04,0.0,Land Sales,21.0,330000.0,12.706847933442663,7.162397497355718,15.965834428383705,0.0,0.0,356916.27872495976
Twin Home,0.13,Twin Homes (Bldgâ€™s use 11 or 12 Tâ€™s),C," $40,000.00 "," $297,260.00 ",1290.0,0.0,2013.0,3.5,End: One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,420.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,80.0,0.0,,329900.0,2025-08-27,0.0,Residential,21.0,329900.0,12.706544857216672,7.162397497355718,28.055190538764784,0.328515111695138,15.374507227332456,329374.36655162997
Twin Home,0.13,Twin Homes (Bldgâ€™s use 11 or 12 Tâ€™s),C," $40,000.00 "," $297,260.00 ",1290.0,0.0,2013.0,3.5,End: One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,420.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,80.0,0.0,,329900.0,2025-08-27,0.0,Land Sales,21.0,329900.0,12.706544857216672,7.162397497355718,28.055190538764784,0.328515111695138,15.374507227332456,331037.3349701187
Twin Home,0.13,Twin Homes (Bldgâ€™s use 11 or 12 Tâ€™s),C," $40,000.00 "," $300,817.00 ",1290.0,0.0,2013.0,3.5,End: One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,420.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,170.0,0.0,,308000.0,2024-03-18,0.0,Residential,21.0,308000.0,12.637855061955712,7.162397497355718,26.445466491458607,0.0,0.0,329320.3324450167
Twin Home,0.13,Twin Homes (Bldgâ€™s use 11 or 12 Tâ€™s),C," $40,000.00 "," $300,817.00 ",1290.0,0.0,2013.0,3.5,End: One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,420.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,170.0,0.0,,308000.0,2024-03-18,0.0,Land Sales,21.0,308000.0,12.637855061955712,7.162397497355718,26.445466491458607,0.0,0.0,341824.2418337018
Twin Home,0.13,Twin Homes (Bldgâ€™s use 11 or 12 Tâ€™s),C," $40,000.00 "," $294,096.00 ",1290.0,0.0,2013.0,3.5,End: One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,420.0,2.0,,,,,,,,,,,,,,,,,324900.0,2025-06-23,0.0,Residential,21.0,324900.0,12.691272721657192,7.162397497355718,28.055190538764784,0.328515111695138,13.23915900131406,324115.6053092959
Twin Home,0.13,Twin Homes (Bldgâ€™s use 11 or 12 Tâ€™s),C," $40,000.00 "," $294,096.00 ",1290.0,0.0,2013.0,3.5,End: One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,420.0,2.0,,,,,,,,,,,,,,,,,324900.0,2025-06-23,0.0,Land Sales,21.0,324900.0,12.691272721657192,7.162397497355718,28.055190538764784,0.328515111695138,13.23915900131406,326599.4344455903
Twin Home,0.12,Twin Homes (Bldgâ€™s use 11 or 12 Tâ€™s),C," $40,000.00 "," $294,096.00 ",1290.0,0.0,2013.0,3.5,End: One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,420.0,2.0,,,,,,,,,,,,,,,,,329000.0,2025-09-30,0.0,Residential,21.0,329000.0,12.70381302974751,7.162397497355718,28.055190538764784,0.328515111695138,16.491458607095925,328617.1688467683
Twin Home,0.12,Twin Homes (Bldgâ€™s use 11 or 12 Tâ€™s),C," $40,000.00 "," $294,096.00 ",1290.0,0.0,2013.0,3.5,End: One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,420.0,2.0,,,,,,,,,,,,,,,,,329000.0,2025-09-30,0.0,Land Sales,21.0,329000.0,12.70381302974751,7.162397497355718,28.055190538764784,0.328515111695138,16.491458607095925,329827.784893717
Twin Home,0.12,Twin Homes (Bldgâ€™s use 11 or 12 Tâ€™s),C," $40,000.00 "," $294,096.00 ",1290.0,0.0,2013.0,3.5,End: One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,420.0,2.0,,,,,,,,,,,,,,,,,313000.0,2025-11-19,0.0,Residential,20.0,313000.0,12.65395846952229,7.162397497355718,28.055190538764784,0.328515111695138,18.134034165571617,312833.6761385228
Twin Home,0.12,Twin Homes (Bldgâ€™s use 11 or 12 Tâ€™s),C," $40,000.00 "," $294,096.00 ",1290.0,0.0,2013.0,3.5,End: One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,420.0,2.0,,,,,,,,,,,,,,,,,313000.0,2025-11-19,0.0,Residential,20.0,313000.0,12.65395846952229,7.162397497355718,28.055190538764784,0.328515111695138,18.134034165571617,312833.6761385228
Twin Home,0.12,Twin Homes (Bldgâ€™s use 11 or 12 Tâ€™s),C," $40,000.00 "," $294,096.00 ",1290.0,0.0,2013.0,3.5,End: One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,420.0,2.0,,,,,,,,,,,,,,,,,313000.0,2025-11-19,0.0,Land Sales,20.0,313000.0,12.65395846952229,7.162397497355718,28.055190538764784,0.328515111695138,18.134034165571617,313359.27810306894
Twin Home,0.12,Twin Homes (Bldgâ€™s use 11 or 12 Tâ€™s),C," $40,000.00 "," $294,096.00 ",1290.0,0.0,2013.0,3.5,End: One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,420.0,2.0,,,,,,,,,,,,,,,,,313000.0,2025-11-19,0.0,Land Sales,20.0,313000.0,12.65395846952229,7.162397497355718,28.055190538764784,0.328515111695138,18.134034165571617,313359.27810306894
Twin Home,0.12,Twin Homes (Bldgâ€™s use 11 or 12 Tâ€™s),C," $40,000.00 "," $298,317.00 ",1290.0,0.0,2013.0,3.5,End: One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,420.0,2.0,,,,,,,,,,,,,,,,,309900.0,2024-06-07,0.0,Residential,20.0,309900.0,12.64400494377584,7.162397497355718,28.055190538764784,0.328515111695138,0.7227332457293035,307664.7660106519
Twin Home,0.12,Twin Homes (Bldgâ€™s use 11 or 12 Tâ€™s),C," $40,000.00 "," $298,317.00 ",1290.0,0.0,2013.0,3.5,End: One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,420.0,2.0,,,,,,,,,,,,,,,,,309900.0,2024-06-07,0.0,Land Sales,20.0,309900.0,12.64400494377584,7.162397497355718,28.055190538764784,0.328515111695138,0.7227332457293035,314779.80708832777
Single Family Res,0.17,RESIDENTIAL,C," $66,416.00 "," $331,369.00 ",1601.0,0.0,2013.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,512.0,2.0,,,,,,,,,,,,,,,,,400000.0,2022-05-11,0.0,Residential,21.0,400000.0,12.89921982609012,7.3783837129967145,4.204993429697766,0.0,0.0,404054.09314326127
Single Family Res,0.17,RESIDENTIAL,C," $66,416.00 "," $331,369.00 ",1601.0,0.0,2013.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,512.0,2.0,,,,,,,,,,,,,,,,,400000.0,2022-05-11,0.0,Land Sales,21.0,400000.0,12.89921982609012,7.3783837129967145,4.204993429697766,0.0,0.0,420284.5603120541
Single Family Res,0.17,RESIDENTIAL,C," $66,416.00 "," $314,219.00 ",1361.0,0.0,2013.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,553.0,2.0,,,,,,,,,,,,,,,,,370000.0,2022-10-14,0.0,Residential,21.0,370000.0,12.821258284620408,7.215975002651466,9.329829172141919,0.0,0.0,378678.04820646194
Single Family Res,0.17,RESIDENTIAL,C," $66,416.00 "," $314,219.00 ",1361.0,0.0,2013.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,553.0,2.0,,,,,,,,,,,,,,,,,370000.0,2022-10-14,0.0,Land Sales,21.0,370000.0,12.821258284620408,7.215975002651466,9.329829172141919,0.0,0.0,393697.04112147994
Single Family Res,0.19,RESIDENTIAL,C," $69,921.00 "," $368,760.00 ",1566.0,1566.0,2013.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,462.0,2.0,,,,,,,,,,,,,,,,,432000.0,2022-05-27,0.0,Residential,21.0,432000.0,12.976180867226248,7.356279876550748,4.730617608409987,0.0,0.0,436965.08993215475
Single Family Res,0.19,RESIDENTIAL,C," $69,921.00 "," $368,760.00 ",1566.0,1566.0,2013.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,462.0,2.0,,,,,,,,,,,,,,,,,421500.0,2024-12-06,0.0,Residential,21.0,421500.0,12.951575056424048,7.356279876550748,28.055190538764784,0.328515111695138,6.701708278580814,419424.765310929
Single Family Res,0.19,RESIDENTIAL,C," $69,921.00 "," $368,760.00 ",1566.0,1566.0,2013.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,462.0,2.0,,,,,,,,,,,,,,,,,432000.0,2022-05-27,0.0,Land Sales,21.0,432000.0,12.976180867226248,7.356279876550748,4.730617608409987,0.0,0.0,454494.8151519169
Single Family Res,0.19,RESIDENTIAL,C," $69,921.00 "," $368,760.00 ",1566.0,1566.0,2013.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,462.0,2.0,,,,,,,,,,,,,,,,,421500.0,2024-12-06,0.0,Land Sales,21.0,421500.0,12.951575056424048,7.356279876550748,28.055190538764784,0.328515111695138,6.701708278580814,426014.03989493893
Single Family Res,0.17,RESIDENTIAL,C," $66,416.00 "," $353,284.00 ",1706.0,0.0,2015.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,483.0,2.0,,,,,,,,,,,,,,,,,412500.0,2023-07-10,0.0,Residential,21.0,412500.0,12.929991484756872,7.441906728051625,18.166885676741128,0.0,0.0,431819.2925499206
Single Family Res,0.17,RESIDENTIAL,C," $66,416.00 "," $353,284.00 ",1706.0,0.0,2015.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,483.0,2.0,,,,,,,,,,,,,,,,,412500.0,2023-07-10,0.0,Land Sales,21.0,412500.0,12.929991484756872,7.441906728051625,18.166885676741128,0.0,0.0,448568.38662355504
Single Family Res,0.17,RESIDENTIAL,C," $66,416.00 "," $368,799.00 ",1616.0,0.0,2013.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,446.0,2.0,,,,,,,,,,,,,,,,,389900.0,2022-10-05,0.0,Residential,20.0,389900.0,12.87364557497069,7.38770923908104,9.034165571616294,0.0,0.0,398743.33429450967
Single Family Res,0.17,RESIDENTIAL,C," $66,416.00 "," $368,799.00 ",1616.0,0.0,2013.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,446.0,2.0,,,,,,,,,,,,,,,,,389900.0,2022-10-05,0.0,Land Sales,20.0,389900.0,12.87364557497069,7.38770923908104,9.034165571616294,0.0,0.0,414569.8192419276
Single Family Res,0.17,RESIDENTIAL,C," $66,416.00 "," $333,226.00 ",1632.0,0.0,2013.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,575.0,2.0,,,,,,,,,,,,,,,,,380000.0,2025-06-27,0.0,Residential,21.0,380000.0,12.84792653170257,7.397561535524052,28.055190538764784,0.328515111695138,13.370565045992116,379101.76958227553
Single Family Res,0.17,RESIDENTIAL,C," $66,416.00 "," $333,226.00 ",1632.0,0.0,2013.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,575.0,2.0,,,,,,,,,,,,,,,,,380000.0,2025-06-27,0.0,Land Sales,21.0,380000.0,12.84792653170257,7.397561535524052,28.055190538764784,0.328515111695138,13.370565045992116,381945.910206622
